studentID,school,gradelevel,gender,covidpos,householdincome,freelunch,numcomputers,familysize,fathereduc,mothereduc,readingscore,writingscore,mathscore,readingscoreSL,writingscoreSL,mathscoreSL,timeperiod
6,0,6,1,0,142042,1,5,2,1,1,70,83,68,83,74,82,3
6,0,6,1,0,142042,1,5,2,1,1,50,69,91,81,78,85,5
6,0,6,1,0,142042,1,5,2,1,1,84,77,85,95,75,84,1
6,0,6,1,0,142042,1,5,2,1,1,73,88,73,92,93,91,2
6,0,6,1,0,142042,1,5,2,1,1,60,87,65,84,77,71,4
6,0,6,1,0,142042,1,5,2,1,1,73,77,99,87,89,90,0
7,0,6,0,0,109462,1,5,2,1,1,82,90,50,76,83,79,5
7,0,6,0,0,109462,1,5,2,1,1,76,76,88,78,77,91,0
7,0,6,0,0,109462,1,5,2,1,1,79,93,71,64,80,83,2
7,0,6,0,0,109462,1,5,2,1,1,65,85,70,73,68,63,3
7,0,6,0,0,109462,1,5,2,1,1,59,87,76,75,67,79,4
7,0,6,0,0,109462,1,5,2,1,1,87,66,75,54,69,59,1
8,0,6,1,1,115260,1,2,2,1,1,69,77,82,64,57,61,5
8,0,6,1,1,115260,1,2,2,1,1,88,85,74,91,81,66,0
8,0,6,1,1,115260,1,2,2,1,1,90,84,79,65,60,81,3
8,0,6,1,1,115260,1,2,2,1,1,83,89,80,80,73,73,2
8,0,6,1,1,115260,1,2,2,1,1,72,55,65,53,55,46,4
8,0,6,1,1,115260,1,2,2,1,1,76,84,81,86,78,70,1
9,0,6,0,0,144880,1,0,3,2,1,84,86,95,80,90,67,0
9,0,6,0,0,144880,1,0,3,2,1,93,97,76,74,85,87,1
9,0,6,0,0,144880,1,0,3,2,1,74,77,93,82,49,51,3
9,0,6,0,0,144880,1,0,3,2,1,75,87,74,75,77,79,5
9,0,6,0,0,144880,1,0,3,2,1,76,99,100,85,86,73,2
9,0,6,0,0,144880,1,0,3,2,1,94,92,67,80,74,82,4
10,0,6,0,0,93307,1,4,2,1,1,78,85,72,66,74,67,5
10,0,6,0,0,93307,1,4,2,1,1,67,87,93,84,81,41,1
10,0,6,0,0,93307,1,4,2,1,1,87,92,94,63,89,89,0
10,0,6,0,0,93307,1,4,2,1,1,75,76,77,64,25,81,3
10,0,6,0,0,93307,1,4,2,1,1,61,63,83,72,62,78,4
10,0,6,0,0,93307,1,4,2,1,1,97,100,78,88,83,66,2
11,0,6,1,0,131490,1,1,5,1,1,94,95,88,82,89,83,2
11,0,6,1,0,131490,1,1,5,1,1,78,67,76,71,73,82,4
11,0,6,1,0,131490,1,1,5,1,1,71,88,85,73,78,61,5
11,0,6,1,0,131490,1,1,5,1,1,88,96,65,76,94,90,1
11,0,6,1,0,131490,1,1,5,1,1,70,88,65,82,77,87,3
11,0,6,1,0,131490,1,1,5,1,1,87,84,94,87,71,89,0
12,0,6,1,0,110278,1,0,2,3,3,59,69,69,88,54,79,4
12,0,6,1,0,110278,1,0,2,3,3,91,76,62,82,79,79,3
12,0,6,1,0,110278,1,0,2,3,0,96,98,74,63,84,84,0
12,0,6,1,0,110278,1,0,2,3,3,68,69,71,63,96,85,5
12,0,6,1,0,110278,1,0,2,3,3,93,97,64,81,66,94,2
12,0,6,1,0,110278,1,0,2,3,3,98,100,65,73,83,63,1
13,0,6,1,0,134238,1,4,1,1,3,99,74,93,78,83,74,2
13,0,6,1,0,134238,1,4,1,1,3,84,58,66,66,75,86,4
13,0,6,1,0,134238,1,4,1,1,3,78,59,90,55,82,85,3
13,0,6,1,0,134238,1,4,1,1,3,92,98,78,86,88,78,1
13,0,6,1,0,134238,1,4,1,3,0,91,95,81,91,90,75,0
13,0,6,1,0,134238,1,4,1,1,3,84,82,65,74,55,68,5
14,0,6,1,0,113996,1,1,1,1,1,79,72,60,79,77,89,4
14,0,6,1,0,113996,1,1,1,1,1,88,80,84,78,66,52,5
14,0,6,1,0,113996,1,1,1,1,1,94,61,83,79,78,75,2
14,0,6,1,0,113996,1,1,1,1,1,82,67,86,81,83,79,1
14,0,6,1,0,113996,1,1,1,1,1,77,82,64,83,80,66,0
14,0,6,1,0,113996,1,1,1,1,1,79,64,66,78,82,60,3
15,0,6,1,0,140794,1,5,2,1,1,89,89,85,71,80,88,4
15,0,6,1,0,140794,1,5,2,1,1,92,51,87,71,77,87,5
15,0,6,1,0,140794,1,5,2,1,1,98,98,74,95,90,89,0
15,0,6,1,0,140794,1,5,2,1,1,71,87,75,85,90,86,1
15,0,6,1,0,140794,1,5,2,1,1,70,70,70,77,88,76,3
15,0,6,1,0,140794,1,5,2,1,1,79,72,93,65,83,71,2
16,0,6,1,0,109328,1,5,2,1,1,72,86,76,85,57,83,0
16,0,6,1,0,109328,1,5,2,1,1,77,85,49,75,76,76,3
16,0,6,1,0,109328,1,5,2,1,1,46,66,61,73,69,72,4
16,0,6,1,0,109328,1,5,2,1,1,64,47,68,85,75,100,2
16,0,6,1,0,109328,1,5,2,1,1,100,69,67,81,87,77,1
16,0,6,1,0,109328,1,5,2,1,1,78,85,85,81,68,62,5
17,0,6,1,1,100632,1,5,1,1,3,64,61,49,59,62,59,4
17,0,6,1,1,100632,1,5,1,1,3,73,72,82,64,74,81,3
17,0,6,1,1,100632,1,5,1,1,3,87,91,73,79,77,89,1
17,0,6,1,1,100632,1,5,1,1,3,90,69,76,92,78,63,2
17,0,6,1,1,100632,1,5,1,1,3,85,53,82,56,60,75,5
17,0,6,1,1,100632,1,5,1,3,0,76,96,76,88,90,83,0
18,0,6,1,0,83321,1,5,4,2,1,69,70,76,77,80,72,4
18,0,6,1,0,83321,1,5,4,2,1,95,94,81,66,85,84,0
18,0,6,1,0,83321,1,5,4,2,1,79,66,68,82,75,64,3
18,0,6,1,0,83321,1,5,4,2,1,89,92,93,87,99,84,2
18,0,6,1,0,83321,1,5,4,2,1,76,96,78,78,86,56,1
18,0,6,1,0,83321,1,5,4,2,1,68,83,90,82,86,84,5
19,0,6,0,0,116541,1,5,2,0,0,88,68,81,77,70,80,5
19,0,6,0,0,116541,1,5,2,0,0,85,79,81,78,67,76,3
19,0,6,0,0,116541,1,5,2,0,0,92,94,94,85,85,76,1
19,0,6,0,0,116541,1,5,2,0,0,74,68,63,71,74,71,4
19,0,6,0,0,116541,1,5,2,0,0,98,90,71,66,94,76,2
19,0,6,0,0,116541,1,5,2,0,0,83,76,88,78,88,76,0
20,0,6,0,0,147861,1,0,1,0,0,77,69,90,76,73,52,3
20,0,6,0,0,147861,1,0,1,0,0,100,99,77,74,76,64,2
20,0,6,0,0,147861,1,0,1,0,0,71,73,87,76,80,73,4
20,0,6,0,0,147861,1,0,1,0,0,67,63,90,51,78,74,5
20,0,6,0,0,147861,1,0,1,0,0,100,99,95,53,74,93,0
20,0,6,0,0,147861,1,0,1,0,0,100,92,90,78,80,84,1
21,0,6,1,0,105953,1,3,3,1,1,64,91,83,82,95,86,0
21,0,6,1,0,105953,1,3,3,1,1,57,50,63,58,70,62,4
21,0,6,1,0,105953,1,3,3,1,1,65,78,68,71,60,74,5
21,0,6,1,0,105953,1,3,3,1,1,83,87,91,79,81,63,2
21,0,6,1,0,105953,1,3,3,1,1,89,80,87,65,80,66,1
21,0,6,1,0,105953,1,3,3,1,1,61,64,87,74,79,77,3
22,0,6,1,0,152165,1,0,2,2,1,86,67,94,64,86,77,5
22,0,6,1,0,152165,1,0,2,2,1,77,68,86,85,93,89,4
22,0,6,1,0,152165,1,0,2,2,1,93,88,79,92,83,72,0
22,0,6,1,0,152165,1,0,2,2,1,89,84,74,98,83,59,1
22,0,6,1,0,152165,1,0,2,2,1,91,100,89,86,92,87,2
22,0,6,1,0,152165,1,0,2,2,1,91,85,88,62,77,68,3
23,0,6,0,0,81022,1,1,2,1,1,74,63,57,76,71,68,3
23,0,6,0,0,81022,1,1,2,1,1,94,73,100,83,86,74,0
23,0,6,0,0,81022,1,1,2,1,1,85,97,78,78,82,79,2
23,0,6,0,0,81022,1,1,2,1,1,85,79,66,63,68,44,5
23,0,6,0,0,81022,1,1,2,1,1,75,71,80,65,83,69,1
23,0,6,0,0,81022,1,1,2,1,1,74,59,76,74,75,74,4
24,0,6,1,0,88396,1,4,4,2,1,91,76,83,89,90,67,0
24,0,6,1,0,88396,1,4,4,2,1,76,68,83,67,72,61,3
24,0,6,1,0,88396,1,4,4,2,1,82,84,81,80,84,97,1
24,0,6,1,0,88396,1,4,4,2,1,62,84,86,74,72,81,5
24,0,6,1,0,88396,1,4,4,2,1,76,99,83,89,78,80,2
24,0,6,1,0,88396,1,4,4,2,1,62,46,73,77,75,69,4
25,0,6,1,0,112736,1,0,2,1,1,90,83,87,84,95,67,0
25,0,6,1,0,112736,1,0,2,1,1,56,68,80,61,89,67,2
25,0,6,1,0,112736,1,0,2,1,1,49,84,67,67,80,86,5
25,0,6,1,0,112736,1,0,2,1,1,81,83,74,70,53,77,4
25,0,6,1,0,112736,1,0,2,1,1,75,77,57,70,70,69,3
25,0,6,1,0,112736,1,0,2,1,1,67,89,79,80,87,87,1
26,0,6,0,0,120312,1,5,2,3,1,86,88,100,84,96,86,1
26,0,6,0,0,120312,1,5,2,3,1,96,93,78,84,76,73,5
26,0,6,0,0,120312,1,5,2,3,1,67,76,71,85,69,65,4
26,0,6,0,0,120312,1,5,2,3,1,90,75,87,76,92,93,2
26,0,6,0,0,120312,1,5,2,3,1,96,94,85,84,79,91,3
26,0,6,0,0,120312,1,5,2,3,1,80,97,100,98,78,97,0
27,0,6,0,0,103516,1,5,2,1,2,69,85,84,94,91,71,2
27,0,6,0,0,103516,1,5,2,1,2,58,68,76,72,71,93,5
27,0,6,0,0,103516,1,5,2,1,2,87,100,76,59,89,61,0
27,0,6,0,0,103516,1,5,2,1,2,74,93,77,85,76,64,4
27,0,6,0,0,103516,1,5,2,1,2,85,93,96,100,94,96,1
27,0,6,0,0,103516,1,5,2,1,2,83,82,74,78,82,76,3
28,0,6,1,0,111061,1,0,2,2,1,76,88,84,75,66,85,0
28,0,6,1,0,111061,1,0,2,2,1,84,83,62,73,70,81,4
28,0,6,1,0,111061,1,0,2,2,1,71,91,63,80,57,77,5
28,0,6,1,0,111061,1,0,2,2,1,89,80,82,84,93,78,1
28,0,6,1,0,111061,1,0,2,2,1,80,71,77,80,75,71,3
28,0,6,1,0,111061,1,0,2,2,1,82,88,94,85,85,81,2
29,0,6,0,0,126104,1,5,1,1,0,80,83,76,73,80,60,5
29,0,6,0,0,126104,1,5,1,1,0,98,89,79,86,87,80,0
29,0,6,0,0,126104,1,5,1,1,0,80,95,86,85,62,79,2
29,0,6,0,0,126104,1,5,1,1,0,65,89,79,77,85,69,3
29,0,6,0,0,126104,1,5,1,1,0,87,90,74,89,86,73,1
29,0,6,0,0,126104,1,5,1,1,0,89,72,69,84,84,81,4
30,0,6,1,0,106877,1,3,1,2,2,53,86,68,92,89,93,3
30,0,6,1,0,106877,1,3,1,2,2,67,77,82,63,76,88,4
30,0,6,1,0,106877,1,3,1,2,2,65,82,73,79,88,96,5
30,0,6,1,0,106877,1,3,1,2,2,92,94,71,94,90,84,2
30,0,6,1,0,106877,1,3,1,2,2,66,74,79,71,94,74,1
30,0,6,1,0,106877,1,3,1,2,2,86,80,87,78,83,94,0
31,0,6,1,0,131885,1,5,2,3,1,85,100,96,93,92,100,1
31,0,6,1,0,131885,1,5,2,3,1,93,85,77,89,93,92,3
31,0,6,1,0,131885,1,5,2,3,1,85,73,99,92,93,100,2
31,0,6,1,0,131885,1,5,2,3,1,81,62,80,93,86,96,5
31,0,6,1,0,131885,1,5,2,3,1,88,68,92,86,87,59,4
31,0,6,1,0,131885,1,5,2,3,1,65,75,86,90,96,93,0
32,0,6,1,0,129361,1,2,2,1,0,76,88,78,80,70,78,1
32,0,6,1,0,129361,1,2,2,1,0,66,84,68,67,80,91,4
32,0,6,1,0,129361,1,2,2,1,0,90,79,86,91,60,69,2
32,0,6,1,0,129361,1,2,2,1,0,82,88,94,78,54,66,3
32,0,6,1,0,129361,1,2,2,1,0,71,93,79,74,89,90,0
32,0,6,1,0,129361,1,2,2,1,0,63,85,86,77,81,87,5
33,0,6,0,0,121875,1,3,2,0,1,85,78,66,61,74,61,4
33,0,6,0,0,121875,1,3,2,0,1,77,87,88,79,75,56,3
33,0,6,0,0,121875,1,3,2,0,1,75,98,98,74,75,86,0
33,0,6,0,0,121875,1,3,2,0,1,92,96,77,85,54,89,2
33,0,6,0,0,121875,1,3,2,0,1,84,87,65,32,80,69,5
33,0,6,0,0,121875,1,3,2,0,1,87,92,73,69,74,83,1
34,0,6,1,0,93046,1,1,2,2,1,77,73,87,83,61,91,2
34,0,6,1,0,93046,1,1,2,2,1,71,73,86,71,79,59,5
34,0,6,1,0,93046,1,1,2,2,1,79,79,79,84,75,71,3
34,0,6,1,0,93046,1,1,2,2,1,65,90,69,86,52,83,4
34,0,6,1,0,93046,1,1,2,2,1,76,98,97,72,87,77,1
34,0,6,1,0,93046,1,1,2,2,1,80,90,80,75,85,60,0
35,0,6,0,0,133216,1,2,2,1,2,87,95,79,84,74,88,1
35,0,6,0,0,133216,1,2,2,1,2,59,94,71,75,77,61,5
35,0,6,0,0,133216,1,2,2,1,2,94,89,63,79,85,91,3
35,0,6,0,0,133216,1,2,2,1,2,85,73,74,81,82,74,4
35,0,6,0,0,133216,1,2,2,1,2,84,90,79,91,88,82,0
35,0,6,0,0,133216,1,2,2,1,2,91,100,79,88,95,65,2
36,0,6,0,0,92813,1,5,4,3,1,81,89,70,82,59,82,5
36,0,6,0,0,92813,1,5,4,3,1,86,69,88,80,84,89,1
36,0,6,0,0,92813,1,5,4,3,1,82,89,71,57,82,64,3
36,0,6,0,0,92813,1,5,4,3,1,77,78,76,69,79,86,4
36,0,6,0,0,92813,1,5,4,3,1,93,94,99,91,89,67,2
36,0,6,0,0,92813,1,5,4,3,1,95,97,62,87,91,56,0
37,0,6,1,0,116899,1,5,1,1,0,89,80,95,85,61,81,1
37,0,6,1,0,116899,1,5,1,1,0,68,86,74,77,82,66,5
37,0,6,1,0,116899,1,5,1,1,0,79,54,78,89,91,97,2
37,0,6,1,0,116899,1,5,1,1,0,99,68,82,84,92,86,0
37,0,6,1,0,116899,1,5,1,1,0,62,78,93,74,83,86,3
37,0,6,1,0,116899,1,5,1,1,0,56,86,68,82,75,63,4
38,0,6,1,0,107302,1,0,3,1,1,66,87,91,76,78,78,0
38,0,6,1,0,107302,1,0,3,1,1,71,95,64,65,80,63,2
38,0,6,1,0,107302,1,0,3,1,1,75,84,63,88,94,87,1
38,0,6,1,0,107302,1,0,3,1,1,79,87,39,75,57,86,3
38,0,6,1,0,107302,1,0,3,1,1,76,82,62,50,70,76,5
38,0,6,1,0,107302,1,0,3,1,1,75,79,74,67,62,62,4
39,0,6,0,0,104758,1,4,3,3,0,89,89,89,89,69,57,0
39,0,6,0,0,104758,1,4,3,3,3,84,68,78,46,76,85,3
39,0,6,0,0,104758,1,4,3,3,3,86,72,79,48,77,58,5
39,0,6,0,0,104758,1,4,3,3,3,90,95,95,68,83,90,2
39,0,6,0,0,104758,1,4,3,3,3,91,65,78,57,67,76,4
39,0,6,0,0,104758,1,4,3,3,3,95,77,82,87,84,77,1
40,0,6,1,0,94075,1,0,2,1,3,85,78,76,94,87,71,2
40,0,6,1,0,94075,1,0,2,1,3,73,76,58,80,66,59,4
40,0,6,1,0,94075,1,0,2,1,3,77,73,80,60,76,72,5
40,0,6,1,0,94075,1,0,2,3,0,77,100,87,79,79,96,0
40,0,6,1,0,94075,1,0,2,1,3,73,75,73,76,59,94,1
40,0,6,1,0,94075,1,0,2,1,3,68,79,88,80,72,86,3
41,0,6,1,0,137804,1,5,1,2,2,84,100,82,92,71,98,1
41,0,6,1,0,137804,1,5,1,2,2,83,86,88,96,82,90,5
41,0,6,1,0,137804,1,5,1,2,2,79,84,100,92,100,94,0
41,0,6,1,0,137804,1,5,1,2,2,91,84,82,96,89,69,4
41,0,6,1,0,137804,1,5,1,2,2,87,78,98,96,98,92,2
41,0,6,1,0,137804,1,5,1,2,2,89,72,70,88,77,85,3
42,0,6,0,1,105397,1,0,0,1,1,51,84,87,72,71,73,4
42,0,6,0,1,105397,1,0,0,1,1,90,87,74,74,78,61,0
42,0,6,0,1,105397,1,0,0,1,1,78,70,79,69,68,71,2
42,0,6,0,1,105397,1,0,0,1,1,81,81,65,69,66,51,5
42,0,6,0,1,105397,1,0,0,1,1,88,98,80,42,78,81,1
42,0,6,0,1,105397,1,0,0,1,1,62,85,82,63,61,63,3
43,0,6,1,0,141631,1,5,1,2,1,86,82,90,94,96,78,1
43,0,6,1,0,141631,1,5,1,2,1,90,74,63,88,82,62,4
43,0,6,1,0,141631,1,5,1,2,1,91,92,100,97,92,77,2
43,0,6,1,0,141631,1,5,1,2,1,85,90,87,78,78,68,5
43,0,6,1,0,141631,1,5,1,2,1,73,94,68,84,80,40,3
43,0,6,1,0,141631,1,5,1,2,1,93,87,90,89,96,85,0
44,0,6,0,0,108068,1,1,2,1,2,86,89,84,57,70,72,5
44,0,6,0,0,108068,1,1,2,1,2,80,87,81,51,85,54,3
44,0,6,0,0,108068,1,1,2,1,2,93,97,80,65,91,86,2
44,0,6,0,0,108068,1,1,2,1,2,88,76,91,74,53,79,0
44,0,6,0,0,108068,1,1,2,1,2,92,89,69,87,68,80,1
44,0,6,0,0,108068,1,1,2,1,2,77,91,86,74,54,48,4
45,0,6,1,0,116936,1,0,4,3,2,85,75,80,78,88,92,5
45,0,6,1,0,116936,1,0,4,3,2,83,84,79,62,99,75,2
45,0,6,1,0,116936,1,0,4,3,2,92,99,89,95,81,89,0
45,0,6,1,0,116936,1,0,4,3,2,100,98,78,100,100,91,1
45,0,6,1,0,116936,1,0,4,3,2,88,96,87,93,91,90,3
45,0,6,1,0,116936,1,0,4,3,2,96,93,70,88,78,85,4
46,0,6,1,0,106946,1,3,3,1,1,72,88,70,68,73,88,4
46,0,6,1,0,106946,1,3,3,1,1,90,94,51,81,71,85,0
46,0,6,1,0,106946,1,3,3,1,1,72,74,76,69,53,83,3
46,0,6,1,0,106946,1,3,3,1,1,87,78,79,75,80,83,1
46,0,6,1,0,106946,1,3,3,1,1,80,66,54,81,78,75,5
46,0,6,1,0,106946,1,3,3,1,1,86,91,85,86,48,61,2
47,0,6,1,0,109666,1,1,2,1,1,72,86,59,74,70,75,3
47,0,6,1,0,109666,1,1,2,1,1,78,75,82,76,79,66,4
47,0,6,1,0,109666,1,1,2,1,1,76,69,71,76,83,80,0
47,0,6,1,0,109666,1,1,2,1,1,96,87,94,84,61,70,2
47,0,6,1,0,109666,1,1,2,1,1,69,73,84,69,81,86,1
47,0,6,1,0,109666,1,1,2,1,1,84,65,89,79,74,63,5
48,0,6,1,0,127514,1,5,2,4,1,64,72,86,63,81,80,2
48,0,6,1,0,127514,1,5,2,4,1,79,83,73,63,75,84,4
48,0,6,1,0,127514,1,5,2,4,1,82,77,65,81,87,82,3
48,0,6,1,0,127514,1,5,2,4,1,88,100,99,91,86,95,0
48,0,6,1,0,127514,1,5,2,4,1,66,63,77,86,76,83,5
48,0,6,1,0,127514,1,5,2,4,1,63,87,71,69,92,89,1
49,0,6,0,0,92760,1,5,0,2,1,76,90,83,77,63,67,0
49,0,6,0,0,92760,1,5,0,2,1,86,86,79,60,77,63,5
49,0,6,0,0,92760,1,5,0,2,1,100,100,76,79,86,100,2
49,0,6,0,0,92760,1,5,0,2,1,84,57,76,76,76,66,4
49,0,6,0,0,92760,1,5,0,2,1,92,91,90,75,85,79,1
49,0,6,0,0,92760,1,5,0,2,1,70,84,69,75,73,81,3
50,0,6,1,0,139249,1,4,2,0,1,64,86,73,58,88,96,2
50,0,6,1,0,139249,1,4,2,0,1,63,89,65,58,78,85,3
50,0,6,1,0,139249,1,4,2,0,1,77,81,67,63,76,71,4
50,0,6,1,0,139249,1,4,2,0,1,76,83,68,53,81,68,5
50,0,6,1,0,139249,1,4,2,0,1,77,94,65,78,98,72,1
50,0,6,1,0,139249,1,4,2,0,1,94,76,81,84,86,100,0
51,0,6,1,1,82466,1,2,4,0,2,71,89,85,74,75,85,1
51,0,6,1,1,82466,1,2,4,0,2,63,71,72,90,82,91,2
51,0,6,1,1,82466,1,2,4,0,2,76,92,52,82,86,69,0
51,0,6,1,1,82466,1,2,4,0,2,72,84,69,73,73,62,5
51,0,6,1,1,82466,1,2,4,0,2,77,82,84,74,81,56,4
51,0,6,1,1,82466,1,2,4,0,2,78,60,65,75,80,87,3
52,0,6,1,0,102149,1,4,3,1,1,69,80,82,72,78,72,4
52,0,6,1,0,102149,1,4,3,1,1,64,79,69,68,71,67,3
52,0,6,1,0,102149,1,4,3,1,1,92,90,82,85,89,77,2
52,0,6,1,0,102149,1,4,3,1,1,77,82,66,79,69,60,5
52,0,6,1,0,102149,1,4,3,1,1,66,91,87,71,88,67,0
52,0,6,1,0,102149,1,4,3,1,1,85,100,80,69,69,68,1
53,0,6,0,0,80754,1,4,2,3,1,99,97,100,88,91,75,0
53,0,6,0,0,80754,1,4,2,3,1,100,97,82,84,86,85,1
53,0,6,0,0,80754,1,4,2,3,1,86,84,59,79,78,83,3
53,0,6,0,0,80754,1,4,2,3,1,85,92,82,82,75,62,4
53,0,6,0,0,80754,1,4,2,3,1,71,98,79,75,90,100,2
53,0,6,0,0,80754,1,4,2,3,1,84,74,73,60,75,72,5
54,0,6,1,0,98535,1,5,2,0,1,91,87,83,81,78,84,2
54,0,6,1,0,98535,1,5,2,0,1,47,76,65,48,69,71,3
54,0,6,1,0,98535,1,5,2,0,1,82,80,82,74,67,62,5
54,0,6,1,0,98535,1,5,2,0,1,77,84,77,71,74,59,4
54,0,6,1,0,98535,1,5,2,0,1,87,91,69,81,50,81,1
54,0,6,1,0,98535,1,5,2,0,1,82,85,71,92,89,62,0
55,0,6,1,0,122619,1,5,2,2,1,90,94,99,89,84,88,1
55,0,6,1,0,122619,1,5,2,2,1,89,89,76,86,92,83,2
55,0,6,1,0,122619,1,5,2,2,1,91,71,77,83,90,82,0
55,0,6,1,0,122619,1,5,2,2,1,85,90,91,84,65,53,3
55,0,6,1,0,122619,1,5,2,2,1,76,79,77,85,76,86,4
55,0,6,1,0,122619,1,5,2,2,1,95,90,80,82,81,93,5
56,0,6,0,0,124468,1,5,1,2,0,93,100,99,65,57,96,2
56,0,6,0,0,124468,1,5,1,2,0,97,90,97,91,86,78,0
56,0,6,0,0,124468,1,5,1,2,0,91,90,88,88,86,62,1
56,0,6,0,0,124468,1,5,1,2,0,61,83,71,80,78,69,5
56,0,6,0,0,124468,1,5,1,2,0,81,93,85,84,81,96,4
56,0,6,0,0,124468,1,5,1,2,0,78,76,83,80,83,75,3
57,0,6,1,0,122120,1,3,1,2,2,89,90,72,88,85,96,5
57,0,6,1,0,122120,1,3,1,2,2,98,100,90,96,91,85,0
57,0,6,1,0,122120,1,3,1,2,2,91,93,91,89,95,75,4
57,0,6,1,0,122120,1,3,1,2,2,78,99,81,99,88,82,1
57,0,6,1,0,122120,1,3,1,2,2,76,73,77,85,58,96,3
57,0,6,1,0,122120,1,3,1,2,2,84,94,99,59,66,100,2
58,0,6,0,0,88393,1,2,3,3,2,89,82,100,85,90,80,2
58,0,6,0,0,88393,1,2,3,3,2,83,100,90,82,88,59,0
58,0,6,0,0,88393,1,2,3,3,2,90,87,83,80,86,70,4
58,0,6,0,0,88393,1,2,3,3,2,93,95,83,90,90,87,1
58,0,6,0,0,88393,1,2,3,3,2,96,74,82,64,84,71,5
58,0,6,0,0,88393,1,2,3,3,2,86,83,71,76,82,78,3
59,0,6,0,0,109211,1,0,2,1,2,83,84,87,54,96,77,4
59,0,6,0,0,109211,1,0,2,1,2,86,83,72,79,75,63,3
59,0,6,0,0,109211,1,0,2,1,2,88,94,100,78,86,71,0
59,0,6,0,0,109211,1,0,2,1,2,81,94,85,86,86,83,2
59,0,6,0,0,109211,1,0,2,1,2,81,87,67,79,70,48,5
59,0,6,0,0,109211,1,0,2,1,2,94,86,80,85,78,87,1
60,0,6,1,0,95438,1,2,1,1,0,77,90,64,64,81,53,4
60,0,6,1,0,95438,1,2,1,1,0,70,87,77,86,90,73,1
60,0,6,1,0,95438,1,2,1,1,0,83,71,84,73,86,81,0
60,0,6,1,0,95438,1,2,1,1,0,79,83,82,78,58,78,5
60,0,6,1,0,95438,1,2,1,1,0,77,80,78,81,73,61,3
60,0,6,1,0,95438,1,2,1,1,0,86,83,82,69,94,87,2
61,0,6,0,0,153722,1,5,0,2,3,88,81,88,75,77,91,4
61,0,6,0,0,153722,1,5,0,2,3,82,87,86,77,79,68,5
61,0,6,0,0,153722,1,5,0,2,3,67,69,71,89,88,55,3
61,0,6,0,0,153722,1,5,0,2,3,81,98,90,89,72,75,1
61,0,6,0,0,153722,1,5,0,3,0,78,88,94,91,88,100,0
61,0,6,0,0,153722,1,5,0,2,3,93,100,83,84,90,93,2
62,0,6,0,1,109529,1,4,1,2,2,70,93,86,82,83,95,1
62,0,6,0,1,109529,1,4,1,2,2,86,95,72,79,85,74,5
62,0,6,0,1,109529,1,4,1,2,2,81,88,64,66,77,54,4
62,0,6,0,1,109529,1,4,1,2,2,80,91,56,76,77,72,3
62,0,6,0,1,109529,1,4,1,2,2,89,98,94,88,94,96,0
62,0,6,0,1,109529,1,4,1,2,2,94,93,100,86,84,61,2
63,0,6,1,1,117075,1,5,3,3,1,82,67,83,71,92,99,2
